5.47121e+11 -6.34891e+11 5.47154e+11 -6.3489e+11
5.47709e+11 -6.35754e+11 5.47743e+11 -6.35751e+11
5.48387e+11 -6.36546e+11 5.48422e+11 -6.36544e+11
5.49002e+11 -6.37226e+11 5.49038e+11 -6.37225e+11
5.49516e+11 -6.37783e+11 5.49552e+11 -6.37782e+11
5.49912e+11 -6.3821e+11 5.49949e+11 -6.38209e+11
5.50184e+11 -6.38505e+11 5.50222e+11 -6.38505e+11
5.50326e+11 -6.38667e+11 5.50365e+11 -6.38668e+11
5.50337e+11 -6.38694e+11 5.50377e+11 -6.38696e+11
5.50216e+11 -6.38587e+11 5.50256e+11 -6.3859e+11
5.49962e+11 -6.38346e+11 5.50003e+11 -6.38349e+11
5.49575e+11 -6.3797e+11 5.49616e+11 -6.37973e+11
5.49055e+11 -6.37461e+11 5.49097e+11 -6.37464e+11
5.48403e+11 -6.36819e+11 5.48446e+11 -6.36823e+11
5.47621e+11 -6.36046e+11 5.47665e+11 -6.36051e+11
5.4671e+11 -6.35144e+11 5.46754e+11 -6.35149e+11
5.45672e+11 -6.34114e+11 5.45716e+11 -6.34119e+11
5.44509e+11 -6.32958e+11 5.44554e+11 -6.32964e+11
5.43223e+11 -6.3168e+11 5.43268e+11 -6.31686e+11
5.41817e+11 -6.30281e+11 5.41862e+11 -6.30288e+11
5.40293e+11 -6.28765e+11 5.40339e+11 -6.28771e+11
5.38656e+11 -6.27134e+11 5.38702e+11 -6.27141e+11
5.36907e+11 -6.25392e+11 5.36953e+11 -6.25399e+11
5.3505e+11 -6.23541e+11 5.35097e+11 -6.23549e+11
5.33089e+11 -6.21587e+11 5.33136e+11 -6.21594e+11
5.31028e+11 -6.19532e+11 5.31075e+11 -6.19539e+11
5.28869e+11 -6.1738e+11 5.28917e+11 -6.17387e+11
5.26618e+11 -6.15134e+11 5.26665e+11 -6.15142e+11
5.24278e+11 -6.128e+11 5.24325e+11 -6.12807e+11
5.21852e+11 -6.1038e+11 5.219e+11 -6.10388e+11
5.19346e+11 -6.07879e+11 5.19394e+11 -6.07887e+11
5.16763e+11 -6.05302e+11 5.1681e+11 -6.05309e+11
5.14106e+11 -6.02651e+11 5.14154e+11 -6.02658e+11
5.11381e+11 -5.99931e+11 5.11429e+11 -5.99938e+11
5.08592e+11 -5.97146e+11 5.08639e+11 -5.97153e+11
5.05741e+11 -5.94301e+11 5.05788e+11 -5.94308e+11
5.02834e+11 -5.91398e+11 5.02881e+11 -5.91405e+11
4.99874e+11 -5.88443e+11 4.99921e+11 -5.8845e+11
4.96864e+11 -5.85439e+11 4.96912e+11 -5.85445e+11
4.9381e+11 -5.82389e+11 4.93857e+11 -5.82396e+11
4.90714e+11 -5.79298e+11 4.90761e+11 -5.79304e+11
4.87581e+11 -5.76169e+11 4.87628e+11 -5.76175e+11
4.84413e+11 -5.73006e+11 4.8446e+11 -5.73011e+11
4.81215e+11 -5.69812e+11 4.81261e+11 -5.69817e+11
4.77989e+11 -5.6659e+11 4.78035e+11 -5.66595e+11
4.74738e+11 -5.63344e+11 4.74784e+11 -5.63348e+11
4.71467e+11 -5.60077e+11 4.71513e+11 -5.60081e+11
4.68177e+11 -5.56791e+11 4.68223e+11 -5.56795e+11
4.64873e+11 -5.5349e+11 4.64918e+11 -5.53494e+11
4.61556e+11 -5.50177e+11 4.616e+11 -5.5018e+11
4.58229e+11 -5.46854e+11 4.58273e+11 -5.46856e+11
4.54894e+11 -5.43523e+11 4.54939e+11 -5.43526e+11
4.51555e+11 -5.40188e+11 4.51804e+11 -5.40188e+11
4.48214e+11 -5.3685e+11 4.4846e+11 -5.36848e+11
4.44872e+11 -5.33512e+11 4.45116e+11 -5.33507e+11
4.41532e+11 -5.30175e+11 4.41774e+11 -5.30168e+11
4.38196e+11 -5.26842e+11 4.38435e+11 -5.26833e+11
4.34866e+11 -5.23515e+11 4.35103e+11 -5.23503e+11
4.31543e+11 -5.20195e+11 4.31777e+11 -5.20181e+11
4.28229e+11 -5.16884e+11 4.28461e+11 -5.16868e+11
4.24926e+11 -5.13584e+11 4.25156e+11 -5.13566e+11
4.21635e+11 -5.10296e+11 4.21863e+11 -5.10275e+11
4.18358e+11 -5.07022e+11 4.18584e+11 -5.06999e+11
4.15096e+11 -5.03762e+11 4.15319e+11 -5.03737e+11
4.11849e+11 -5.00519e+11 4.1207e+11 -5.00491e+11
4.0862e+11 -4.97292e+11 4.08839e+11 -4.97262e+11
4.05409e+11 -4.94084e+11 4.05626e+11 -4.94051e+11
4.02218e+11 -4.90894e+11 4.02432e+11 -4.9086e+11
3.99046e+11 -4.87725e+11 3.99259e+11 -4.87689e+11
3.95895e+11 -4.84577e+11 3.96106e+11 -4.84538e+11
3.92766e+11 -4.8145e+11 3.92975e+11 -4.8141e+11
3.8966e+11 -4.78346e+11 3.89866e+11 -4.78303e+11
3.86576e+11 -4.75264e+11 3.86781e+11 -4.7522e+11
3.83516e+11 -4.72206e+11 3.83719e+11 -4.7216e+11
3.8048e+11 -4.69172e+11 3.80681e+11 -4.69124e+11
3.77468e+11 -4.66163e+11 3.77668e+11 -4.66113e+11
3.74482e+11 -4.63178e+11 3.74679e+11 -4.63126e+11
3.7152e+11 -4.60219e+11 3.71716e+11 -4.60165e+11
3.68585e+11 -4.57285e+11 3.68779e+11 -4.57229e+11
3.65675e+11 -4.54377e+11 3.65868e+11 -4.5432e+11
3.62791e+11 -4.51495e+11 3.62982e+11 -4.51436e+11
3.59934e+11 -4.4864e+11 3.60123e+11 -4.48579e+11
3.57103e+11 -4.4581e+11 3.57291e+11 -4.45749e+11
3.54299e+11 -4.43008e+11 3.54486e+11 -4.42944e+11
3.51522e+11 -4.40232e+11 3.51707e+11 -4.40167e+11
3.48771e+11 -4.37483e+11 3.48955e+11 -4.37417e+11
3.46048e+11 -4.34761e+11 3.4623e+11 -4.34693e+11
3.43351e+11 -4.32066e+11 3.43531e+11 -4.31996e+11
3.40681e+11 -4.29397e+11 3.4086e+11 -4.29326e+11
3.38038e+11 -4.26756e+11 3.38216e+11 -4.26683e+11
3.35422e+11 -4.24141e+11 3.35598e+11 -4.24067e+11
3.32832e+11 -4.21553e+11 3.33007e+11 -4.21478e+11
3.30269e+11 -4.18991e+11 3.30443e+11 -4.18915e+11
3.27733e+11 -4.16456e+11 3.27906e+11 -4.16379e+11
3.25223e+11 -4.13947e+11 3.25395e+11 -4.13869e+11
