2.16E+06	1.5437744E+11	-8.2294576E+08	6.9108882E+09	5.6852993E+03	3.7893796E+04	2.9619703E+03
2.25E+06	1.5484788E+11	2.4509517E+09	7.1658574E+09	5.2049536E+03	3.7889178E+04	2.9399987E+03
2.33E+06	1.5527696E+11	5.7240151E+09	7.4189039E+09	4.7280963E+03	3.7874522E+04	2.9174682E+03
2.42E+06	1.5566500E+11	8.9953864E+09	7.6699807E+09	4.2550670E+03	3.7850047E+04	2.8944096E+03
2.51E+06	1.5601235E+11	1.2264227E+10	7.9190436E+09	3.7861885E+03	3.7815986E+04	2.8708541E+03
2.59E+06	1.5631938E+11	1.5529720E+10	8.1660509E+09	3.3217657E+03	3.7772583E+04	2.8468326E+03
2.68E+06	1.5658649E+11	1.8791068E+10	8.4109638E+09	2.8620859E+03	3.7720094E+04	2.8223764E+03
2.76E+06	1.5681410E+11	2.2047498E+10	8.6537459E+09	2.4074180E+03	3.7658785E+04	2.7975164E+03
2.85E+06	1.5700264E+11	2.5298260E+10	8.8943638E+09	1.9580124E+03	3.7588927E+04	2.7722833E+03
2.94E+06	1.5715260E+11	2.8542626E+10	9.1327866E+09	1.5141014E+03	3.7510800E+04	2.7467073E+03
3.02E+06	1.5726444E+11	3.1779896E+10	9.3689859E+09	1.0758987E+03	3.7424689E+04	2.7208186E+03
3.11E+06	1.5733868E+11	3.5009391E+10	9.6029359E+09	6.4360004E+02	3.7330883E+04	2.6946464E+03
3.20E+06	1.5737583E+11	3.8230459E+10	9.8346134E+09	2.1738292E+02	3.7229673E+04	2.6682196E+03
3.28E+06	1.5737643E+11	4.1442474E+10	1.0063998E+10	-2.0259262E+02	3.7121355E+04	2.6415663E+03
3.37E+06	1.5734101E+11	4.4644833E+10	1.0291070E+10	-6.1618389E+02	3.7006223E+04	2.6147141E+03
3.46E+06	1.5727014E+11	4.7836961E+10	1.0515815E+10	-1.0232650E+03	3.6884572E+04	2.5876896E+03
3.54E+06	1.5716438E+11	5.1018308E+10	1.0738219E+10	-1.4237265E+03	3.6756695E+04	2.5605187E+03
3.63E+06	1.5702431E+11	5.4188347E+10	1.0958269E+10	-1.8174745E+03	3.6622885E+04	2.5332265E+03
3.72E+06	1.5685052E+11	5.7346580E+10	1.1175958E+10	-2.2044307E+03	3.6483431E+04	2.5058372E+03
3.80E+06	1.5664358E+11	6.0492530E+10	1.1391276E+10	-2.5845310E+03	3.6338619E+04	2.4783741E+03
3.89E+06	1.5640411E+11	6.3625747E+10	1.1604219E+10	-2.9577255E+03	3.6188732E+04	2.4508594E+03
3.97E+06	1.5613269E+11	6.6745805E+10	1.1814784E+10	-3.3239777E+03	3.6034045E+04	2.4233148E+03
4.06E+06	1.5582993E+11	6.9852300E+10	1.2022968E+10	-3.6832634E+03	3.5874833E+04	2.3957606E+03
4.15E+06	1.5549642E+11	7.2944853E+10	1.2228771E+10	-4.0355708E+03	3.5711360E+04	2.3682165E+03
4.23E+06	1.5513278E+11	7.6023108E+10	1.2432196E+10	-4.3808989E+03	3.5543888E+04	2.3407010E+03
4.32E+06	1.5473960E+11	7.9086729E+10	1.2633246E+10	-4.7192577E+03	3.5372671E+04	2.3132320E+03
4.41E+06	1.5431749E+11	8.2135404E+10	1.2831925E+10	-5.0506668E+03	3.5197956E+04	2.2858261E+03
4.49E+06	1.5386705E+11	8.5168842E+10	1.3028239E+10	-5.3751553E+03	3.5019983E+04	2.2584993E+03
4.58E+06	1.5338916E+11	8.8187442E+10	1.3222460E+10	-5.6889531E+03	3.4847518E+04	2.2346156E+03
4.67E+06	1.5288416E+11	9.1190347E+10	1.3414358E+10	-5.9997170E+03	3.4663724E+04	2.2074904E+03
4.75E+06	1.5235261E+11	9.4177259E+10	1.3603918E+10	-6.3036935E+03	3.4477352E+04	2.1804863E+03
4.84E+06	1.5179508E+11	9.7147965E+10	1.3791150E+10	-6.6009424E+03	3.4288612E+04	2.1536157E+03
4.92E+06	1.5121216E+11	1.0010227E+11	1.3976067E+10	-6.8915295E+03	3.4097708E+04	2.1268901E+03
5.01E+06	1.5060441E+11	1.0303999E+11	1.4158681E+10	-7.1755264E+03	3.3904837E+04	2.1003204E+03
5.10E+06	1.4997241E+11	1.0596097E+11	1.4339007E+10	-7.4530094E+03	3.3710187E+04	2.0739166E+03
5.18E+06	1.4931672E+11	1.0886507E+11	1.4517059E+10	-7.7240598E+03	3.3513939E+04	2.0476880E+03
5.27E+06	1.4863788E+11	1.1175214E+11	1.4692852E+10	-7.9887627E+03	3.3316267E+04	2.0216431E+03
5.36E+06	1.4793644E+11	1.1462208E+11	1.4866404E+10	-8.2472067E+03	3.3117338E+04	1.9957900E+03
5.44E+06	1.4721294E+11	1.1747479E+11	1.5037731E+10	-8.4994838E+03	3.2917310E+04	1.9701359E+03
5.53E+06	1.4646790E+11	1.2031017E+11	1.5206850E+10	-8.7456887E+03	3.2716335E+04	1.9446872E+03
5.62E+06	1.4570186E+11	1.2312815E+11	1.5373779E+10	-8.9859182E+03	3.2514560E+04	1.9194502E+03
5.70E+06	1.4491531E+11	1.2592866E+11	1.5538537E+10	-9.2202714E+03	3.2312121E+04	1.8944302E+03
5.79E+06	1.4410876E+11	1.2871166E+11	1.5701143E+10	-9.4488488E+03	3.2109152E+04	1.8696321E+03
5.88E+06	1.4328271E+11	1.3147711E+11	1.5861616E+10	-9.6717525E+03	3.1905777E+04	1.8450602E+03
5.96E+06	1.4243764E+11	1.3422497E+11	1.6019976E+10	-9.8890853E+03	3.1702115E+04	1.8207185E+03
6.05E+06	1.4157403E+11	1.3695523E+11	1.6176243E+10	-1.0100951E+04	3.1498280E+04	1.7966104E+03
6.13E+06	1.4069235E+11	1.3966788E+11	1.6330437E+10	-1.0307454E+04	3.1294378E+04	1.7727388E+03
6.22E+06	1.3979306E+11	1.4236290E+11	1.6482579E+10	-1.0508698E+04	3.1090512E+04	1.7491063E+03
6.31E+06	1.3887660E+11	1.4504032E+11	1.6632689E+10	-1.0704788E+04	3.0886776E+04	1.7257151E+03
6.39E+06	1.3794341E+11	1.4770014E+11	1.6780789E+10	-1.0895829E+04	3.0683261E+04	1.7025668E+03
6.48E+06	1.3699394E+11	1.5034240E+11	1.6926900E+10	-1.1081924E+04	3.0480053E+04	1.6796630E+03
6.57E+06	1.3602860E+11	1.5296711E+11	1.7071042E+10	-1.1263177E+04	3.0277232E+04	1.6570048E+03
6.65E+06	1.3504780E+11	1.5557432E+11	1.7213237E+10	-1.1439690E+04	3.0074875E+04	1.6345928E+03
6.74E+06	1.3405195E+11	1.5816406E+11	1.7353507E+10	-1.1611566E+04	2.9873051E+04	1.6124277E+03
6.83E+06	1.3304145E+11	1.6073640E+11	1.7491872E+10	-1.1778905E+04	2.9671829E+04	1.5905097E+03
6.91E+06	1.3201669E+11	1.6329137E+11	1.7628354E+10	-1.1941809E+04	2.9471271E+04	1.5688387E+03
7.00E+06	1.3097803E+11	1.6582905E+11	1.7762974E+10	-1.2100375E+04	2.9271434E+04	1.5474145E+03
7.08E+06	1.2992586E+11	1.6834950E+11	1.7895754E+10	-1.2254701E+04	2.9072376E+04	1.5262366E+03
7.17E+06	1.2886054E+11	1.7085278E+11	1.8026715E+10	-1.2404884E+04	2.8874145E+04	1.5053044E+03
7.26E+06	1.2778242E+11	1.7333898E+11	1.8155878E+10	-1.2551018E+04	2.8676791E+04	1.4846169E+03
7.34E+06	1.2669184E+11	1.7580816E+11	1.8283264E+10	-1.2693198E+04	2.8480357E+04	1.4641731E+03
7.43E+06	1.2558914E+11	1.7826041E+11	1.8408894E+10	-1.2831516E+04	2.8284884E+04	1.4439718E+03
7.52E+06	1.2447466E+11	1.8069582E+11	1.8532789E+10	-1.2966061E+04	2.8090411E+04	1.4240116E+03
7.60E+06	1.2334871E+11	1.8311446E+11	1.8654970E+10	-1.3096923E+04	2.7896973E+04	1.4042912E+03
7.69E+06	1.2221161E+11	1.8551644E+11	1.8775458E+10	-1.3224190E+04	2.7704602E+04	1.3848087E+03
7.78E+06	1.2106367E+11	1.8790185E+11	1.8894272E+10	-1.3347947E+04	2.7513328E+04	1.3655626E+03
7.86E+06	1.1990519E+11	1.9027078E+11	1.9011434E+10	-1.3468279E+04	2.7323179E+04	1.3465510E+03
7.95E+06	1.1873645E+11	1.9262333E+11	1.9126963E+10	-1.3585268E+04	2.7134179E+04	1.3277720E+03
8.04E+06	1.1755775E+11	1.9495960E+11	1.9240879E+10	-1.3698994E+04	2.6946351E+04	1.3092235E+03
8.12E+06	1.1636936E+11	1.9727969E+11	1.9353203E+10	-1.3809538E+04	2.6759716E+04	1.2909034E+03
8.21E+06	1.1517155E+11	1.9958371E+11	1.9463954E+10	-1.3916977E+04	2.6574293E+04	1.2728097E+03
8.29E+06	1.1396459E+11	2.0187176E+11	1.9573151E+10	-1.4021387E+04	2.6390098E+04	1.2549400E+03
8.38E+06	1.1274874E+11	2.0414396E+11	1.9680814E+10	-1.4122842E+04	2.6207147E+04	1.2372922E+03
8.47E+06	1.1152425E+11	2.0640040E+11	1.9786962E+10	-1.4221415E+04	2.6025452E+04	1.2198638E+03
8.55E+06	1.1029136E+11	2.0864119E+11	1.9891613E+10	-1.4317176E+04	2.5845026E+04	1.2026525E+03
8.64E+06	1.0905032E+11	2.1086645E+11	1.9994786E+10	-1.4410197E+04	2.5665877E+04	1.1856560E+03
8.73E+06	1.0780135E+11	2.1307629E+11	2.0096500E+10	-1.4500543E+04	2.5488016E+04	1.1688717E+03
8.81E+06	1.0654470E+11	2.1527082E+11	2.0196773E+10	-1.4588282E+04	2.5311449E+04	1.1522972E+03
8.90E+06	1.0528057E+11	2.1745015E+11	2.0295623E+10	-1.4673479E+04	2.5136183E+04	1.1359301E+03
8.99E+06	1.0400919E+11	2.1961439E+11	2.0393068E+10	-1.4756196E+04	2.4962223E+04	1.1197678E+03
9.07E+06	1.0273077E+11	2.2176366E+11	2.0489125E+10	-1.4836496E+04	2.4789571E+04	1.1038079E+03
9.16E+06	1.0144551E+11	2.2389807E+11	2.0583812E+10	-1.4914439E+04	2.4618232E+04	1.0880478E+03
9.24E+06	1.0015362E+11	2.2601773E+11	2.0677145E+10	-1.4990082E+04	2.4448206E+04	1.0724849E+03
9.33E+06	9.8855292E+10	2.2812275E+11	2.0769143E+10	-1.5063485E+04	2.4279494E+04	1.0571169E+03
9.42E+06	9.7550715E+10	2.3021326E+11	2.0859820E+10	-1.5134703E+04	2.4112097E+04	1.0419411E+03
9.50E+06	9.6240077E+10	2.3228936E+11	2.0949195E+10	-1.5203790E+04	2.3946013E+04	1.0269550E+03
9.59E+06	9.4923560E+10	2.3435117E+11	2.1037284E+10	-1.5270799E+04	2.3781241E+04	1.0121561E+03
9.68E+06	9.3601341E+10	2.3639880E+11	2.1124101E+10	-1.5335783E+04	2.3617778E+04	9.9754192E+02
9.76E+06	9.2273593E+10	2.3843236E+11	2.1209664E+10	-1.5398792E+04	2.3455622E+04	9.8310995E+02
9.85E+06	9.0940485E+10	2.4045197E+11	2.1293988E+10	-1.5459875E+04	2.3294768E+04	9.6885769E+02
9.94E+06	8.9602181E+10	2.4245773E+11	2.1377088E+10	-1.5519081E+04	2.3135212E+04	9.5478268E+02
1.00E+07	8.8258841E+10	2.4444977E+11	2.1458979E+10	-1.5576456E+04	2.2976950E+04	9.4088247E+02
1.01E+07	8.6910621E+10	2.4642819E+11	2.1539677E+10	-1.5632046E+04	2.2819976E+04	9.2715461E+02
1.02E+07	8.5557673E+10	2.4839310E+11	2.1619197E+10	-1.5685896E+04	2.2664284E+04	9.1359670E+02
1.03E+07	8.4200147E+10	2.5034461E+11	2.1697552E+10	-1.5738048E+04	2.2509868E+04	9.0020634E+02
1.04E+07	8.2838186E+10	2.5228284E+11	2.1774757E+10	-1.5788545E+04	2.2356722E+04	8.8698114E+02
1.05E+07	8.1471933E+10	2.5420789E+11	2.1850827E+10	-1.5837429E+04	2.2204837E+04	8.7391876E+02
1.05E+07	8.0101524E+10	2.5611987E+11	2.1925775E+10	-1.5884739E+04	2.2054208E+04	8.6101686E+02
1.06E+07	7.8727094E+10	2.5801889E+11	2.1999615E+10	-1.5930514E+04	2.1904826E+04	8.4827314E+02
1.07E+07	7.7348774E+10	2.5990506E+11	2.2072361E+10	-1.5974793E+04	2.1756684E+04	8.3568532E+02
1.08E+07	7.5966692E+10	2.6177848E+11	2.2144026E+10	-1.6017612E+04	2.1609772E+04	8.2325113E+02
1.09E+07	7.4580972E+10	2.6363926E+11	2.2214623E+10	-1.6059007E+04	2.1464083E+04	8.1096835E+02
1.10E+07	7.3191736E+10	2.6548751E+11	2.2284165E+10	-1.6099014E+04	2.1319608E+04	7.9883476E+02
1.11E+07	7.1799101E+10	2.6732333E+11	2.2352666E+10	-1.6137668E+04	2.1176338E+04	7.8684820E+02
1.11E+07	7.0403185E+10	2.6914682E+11	2.2420137E+10	-1.6175000E+04	2.1034264E+04	7.7500652E+02
1.12E+07	6.9004098E+10	2.7095808E+11	2.2486591E+10	-1.6211045E+04	2.0893377E+04	7.6330758E+02
1.13E+07	6.7601952E+10	2.7275723E+11	2.2552041E+10	-1.6245833E+04	2.0753667E+04	7.5174928E+02
1.14E+07	6.6196854E+10	2.7454435E+11	2.2616497E+10	-1.6279395E+04	2.0615124E+04	7.4032957E+02
1.15E+07	6.4788907E+10	2.7631955E+11	2.2679973E+10	-1.6311762E+04	2.0477740E+04	7.2904640E+02
1.16E+07	6.3378215E+10	2.7808294E+11	2.2742480E+10	-1.6342962E+04	2.0341504E+04	7.1789776E+02
1.17E+07	6.1964876E+10	2.7983460E+11	2.2804030E+10	-1.6373024E+04	2.0206406E+04	7.0688166E+02
1.18E+07	6.0548988E+10	2.8157464E+11	2.2864633E+10	-1.6401976E+04	2.0072437E+04	6.9599614E+02
1.18E+07	5.9130646E+10	2.8330315E+11	2.2924302E+10	-1.6429846E+04	1.9939586E+04	6.8523928E+02
1.19E+07	5.7709941E+10	2.8502023E+11	2.2983046E+10	-1.6456658E+04	1.9807844E+04	6.7460917E+02
1.20E+07	5.6286965E+10	2.8672597E+11	2.3040878E+10	-1.6482439E+04	1.9677201E+04	6.6410394E+02
1.21E+07	5.4861805E+10	2.8842048E+11	2.3097807E+10	-1.6507214E+04	1.9547646E+04	6.5372174E+02
1.22E+07	5.3434547E+10	2.9010384E+11	2.3153845E+10	-1.6531008E+04	1.9419169E+04	6.4346076E+02
1.23E+07	5.2005274E+10	2.9177614E+11	2.3209001E+10	-1.6553843E+04	1.9291760E+04	6.3331920E+02
1.24E+07	5.0574070E+10	2.9343749E+11	2.3263285E+10	-1.6575743E+04	1.9165410E+04	6.2329529E+02
1.24E+07	4.9141012E+10	2.9508796E+11	2.3316709E+10	-1.6596731E+04	1.9040107E+04	6.1338731E+02
1.25E+07	4.7706180E+10	2.9672765E+11	2.3369282E+10	-1.6616828E+04	1.8915842E+04	6.0359354E+02
1.26E+07	4.6269649E+10	2.9835664E+11	2.3421014E+10	-1.6636056E+04	1.8792605E+04	5.9391230E+02
1.27E+07	4.4831494E+10	2.9997504E+11	2.3471913E+10	-1.6654436E+04	1.8670385E+04	5.8434192E+02
1.28E+07	4.3391787E+10	3.0158291E+11	2.3521991E+10	-1.6671987E+04	1.8549173E+04	5.7488078E+02
1.29E+07	4.1950598E+10	3.0318036E+11	2.3571256E+10	-1.6688731E+04	1.8428958E+04	5.6552727E+02
1.30E+07	4.0507997E+10	3.0476747E+11	2.3619717E+10	-1.6704685E+04	1.8309731E+04	5.5627981E+02
1.30E+07	3.9064051E+10	3.0634431E+11	2.3667384E+10	-1.6719869E+04	1.8191481E+04	5.4713685E+02
1.31E+07	3.7618825E+10	3.0791098E+11	2.3714265E+10	-1.6734300E+04	1.8074199E+04	5.3809685E+02
1.32E+07	3.6172385E+10	3.0946756E+11	2.3760370E+10	-1.6747998E+04	1.7957874E+04	5.2915831E+02
1.33E+07	3.4724792E+10	3.1101413E+11	2.3805707E+10	-1.6760979E+04	1.7842498E+04	5.2031974E+02
1.34E+07	3.3276108E+10	3.1255077E+11	2.3850284E+10	-1.6773260E+04	1.7728060E+04	5.1157969E+02
1.35E+07	3.1826392E+10	3.1407757E+11	2.3894111E+10	-1.6784857E+04	1.7614551E+04	5.0293673E+02
1.36E+07	3.0375704E+10	3.1559459E+11	2.3937194E+10	-1.6795787E+04	1.7501960E+04	4.9438944E+02
1.37E+07	2.8924099E+10	3.1710193E+11	2.3979544E+10	-1.6806066E+04	1.7390279E+04	4.8593644E+02
1.37E+07	2.7471634E+10	3.1859966E+11	2.4021167E+10	-1.6815708E+04	1.7279498E+04	4.7757635E+02
1.38E+07	2.6018363E+10	3.2008785E+11	2.4062072E+10	-1.6824728E+04	1.7169608E+04	4.6930785E+02
1.39E+07	2.4564338E+10	3.2156659E+11	2.4102266E+10	-1.6833142E+04	1.7060599E+04	4.6112960E+02
1.40E+07	2.3109613E+10	3.2303595E+11	2.4141757E+10	-1.6840963E+04	1.6952461E+04	4.5304030E+02
1.41E+07	2.1654236E+10	3.2449600E+11	2.4180554E+10	-1.6848205E+04	1.6845187E+04	4.4503869E+02
1.42E+07	2.0198259E+10	3.2594682E+11	2.4218662E+10	-1.6854882E+04	1.6738766E+04	4.3712350E+02
1.43E+07	1.8741729E+10	3.2738849E+11	2.4256091E+10	-1.6861006E+04	1.6633190E+04	4.2929350E+02
1.43E+07	1.7284693E+10	3.2882106E+11	2.4292847E+10	-1.6866590E+04	1.6528450E+04	4.2154747E+02
1.44E+07	1.5827197E+10	3.3024463E+11	2.4328937E+10	-1.6871648E+04	1.6424537E+04	4.1388422E+02
1.45E+07	1.4369287E+10	3.3165925E+11	2.4364368E+10	-1.6876191E+04	1.6321442E+04	4.0630257E+02
1.46E+07	1.2911006E+10	3.3306499E+11	2.4399148E+10	-1.6880230E+04	1.6219156E+04	3.9880136E+02
1.47E+07	1.1452397E+10	3.3446194E+11	2.4433284E+10	-1.6883779E+04	1.6117671E+04	3.9137946E+02
1.48E+07	9.9935028E+09	3.3585015E+11	2.4466781E+10	-1.6886847E+04	1.6016979E+04	3.8403575E+02
1.49E+07	8.5343636E+09	3.3722970E+11	2.4499647E+10	-1.6889446E+04	1.5917070E+04	3.7676913E+02
1.49E+07	7.0750197E+09	3.3860064E+11	2.4531889E+10	-1.6891587E+04	1.5817937E+04	3.6957851E+02
1.50E+07	5.6155103E+09	3.3996306E+11	2.4563512E+10	-1.6893280E+04	1.5719571E+04	3.6246284E+02
1.51E+07	4.1558735E+09	3.4131701E+11	2.4594525E+10	-1.6894536E+04	1.5621964E+04	3.5542107E+02
1.52E+07	2.6961468E+09	3.4266255E+11	2.4624931E+10	-1.6895364E+04	1.5525108E+04	3.4845216E+02
1.53E+07	1.2363667E+09	3.4399977E+11	2.4654739E+10	-1.6895774E+04	1.5428995E+04	3.4155512E+02
1.54E+07	-2.2343109E+08	3.4532871E+11	2.4683954E+10	-1.6895775E+04	1.5333618E+04	3.3472893E+02
1.55E+07	-1.6832118E+09	3.4664944E+11	2.4712582E+10	-1.6895378E+04	1.5238967E+04	3.2797263E+02
1.56E+07	-3.1429412E+09	3.4796202E+11	2.4740630E+10	-1.6894591E+04	1.5145036E+04	3.2128525E+02
1.56E+07	-4.6025862E+09	3.4926652E+11	2.4768102E+10	-1.6893423E+04	1.5051816E+04	3.1466585E+02
1.57E+07	-6.0621140E+09	3.5056299E+11	2.4795006E+10	-1.6891882E+04	1.4959301E+04	3.0811349E+02
1.58E+07	-7.5214930E+09	3.5185151E+11	2.4821346E+10	-1.6889978E+04	1.4867483E+04	3.0162725E+02
1.59E+07	-8.9806920E+09	3.5313212E+11	2.4847129E+10	-1.6887717E+04	1.4776354E+04	2.9520625E+02
1.60E+07	-1.0439681E+10	3.5440488E+11	2.4872360E+10	-1.6885109E+04	1.4685906E+04	2.8884958E+02
1.61E+07	-1.1898429E+10	3.5566986E+11	2.4897044E+10	-1.6882161E+04	1.4596134E+04	2.8255638E+02
1.62E+07	-1.3356908E+10	3.5692711E+11	2.4921187E+10	-1.6878881E+04	1.4507029E+04	2.7632580E+02
1.62E+07	-1.4815090E+10	3.5817669E+11	2.4944795E+10	-1.6875276E+04	1.4418585E+04	2.7015699E+02
1.63E+07	-1.6272947E+10	3.5941866E+11	2.4967872E+10	-1.6871353E+04	1.4330794E+04	2.6404912E+02
1.64E+07	-1.7730451E+10	3.6065307E+11	2.4990424E+10	-1.6867121E+04	1.4243649E+04	2.5800137E+02
1.65E+07	-1.9187577E+10	3.6187998E+11	2.5012457E+10	-1.6862584E+04	1.4157145E+04	2.5201295E+02
1.66E+07	-2.0644297E+10	3.6309945E+11	2.5033974E+10	-1.6857752E+04	1.4071273E+04	2.4608305E+02
1.67E+07	-2.2100588E+10	3.6431152E+11	2.5054981E+10	-1.6852629E+04	1.3986028E+04	2.4021092E+02
1.68E+07	-2.3556423E+10	3.6551625E+11	2.5075484E+10	-1.6847223E+04	1.3901402E+04	2.3439577E+02
1.68E+07	-2.5011780E+10	3.6671370E+11	2.5095487E+10	-1.6841540E+04	1.3817389E+04	2.2863687E+02
1.69E+07	-2.6466634E+10	3.6790391E+11	2.5114994E+10	-1.6835586E+04	1.3733984E+04	2.2293347E+02
1.70E+07	-2.7920962E+10	3.6908695E+11	2.5134011E+10	-1.6829367E+04	1.3651178E+04	2.1728484E+02
1.71E+07	-2.9374741E+10	3.7026285E+11	2.5152542E+10	-1.6822889E+04	1.3568967E+04	2.1169027E+02
1.72E+07	-3.0827950E+10	3.7143168E+11	2.5170593E+10	-1.6816159E+04	1.3487344E+04	2.0614906E+02
1.73E+07	-3.2280566E+10	3.7259348E+11	2.5188166E+10	-1.6809180E+04	1.3406302E+04	2.0066050E+02
1.74E+07	-3.3732569E+10	3.7374831E+11	2.5205268E+10	-1.6801960E+04	1.3325836E+04	1.9522393E+02
1.75E+07	-3.5183938E+10	3.7489620E+11	2.5221903E+10	-1.6794503E+04	1.3245940E+04	1.8983866E+02
1.75E+07	-3.6634653E+10	3.7603722E+11	2.5238074E+10	-1.6786815E+04	1.3166608E+04	1.8450403E+02
1.76E+07	-3.8084693E+10	3.7717141E+11	2.5253786E+10	-1.6778900E+04	1.3087833E+04	1.7921941E+02
1.77E+07	-3.9534040E+10	3.7829881E+11	2.5269044E+10	-1.6770765E+04	1.3009611E+04	1.7398414E+02
1.78E+07	-4.0982675E+10	3.7941949E+11	2.5283852E+10	-1.6762413E+04	1.2931935E+04	1.6879760E+02
1.79E+07	-4.2430579E+10	3.8053347E+11	2.5298214E+10	-1.6753850E+04	1.2854800E+04	1.6365917E+02
1.80E+07	-4.3877734E+10	3.8164081E+11	2.5312134E+10	-1.6745080E+04	1.2778200E+04	1.5856824E+02
1.81E+07	-4.5324123E+10	3.8274156E+11	2.5325616E+10	-1.6736108E+04	1.2702130E+04	1.5352421E+02
1.81E+07	-4.6769728E+10	3.8383575E+11	2.5338664E+10	-1.6726938E+04	1.2626585E+04	1.4852649E+02
1.82E+07	-4.8214532E+10	3.8492345E+11	2.5351283E+10	-1.6717575E+04	1.2551558E+04	1.4357449E+02
1.83E+07	-4.9658520E+10	3.8600468E+11	2.5363475E+10	-1.6708024E+04	1.2477045E+04	1.3866765E+02
1.84E+07	-5.1101674E+10	3.8707949E+11	2.5375246E+10	-1.6698287E+04	1.2403040E+04	1.3380540E+02
1.85E+07	-5.2543978E+10	3.8814794E+11	2.5386598E+10	-1.6688370E+04	1.2329539E+04	1.2898718E+02
1.86E+07	-5.3985419E+10	3.8921005E+11	2.5397536E+10	-1.6678276E+04	1.2256536E+04	1.2421246E+02
1.87E+07	-5.5425979E+10	3.9026588E+11	2.5408063E+10	-1.6668009E+04	1.2184026E+04	1.1948069E+02
1.87E+07	-5.6865646E+10	3.9131547E+11	2.5418183E+10	-1.6657574E+04	1.2112004E+04	1.1479135E+02
1.88E+07	-5.8304403E+10	3.9235885E+11	2.5427900E+10	-1.6646973E+04	1.2040465E+04	1.1014390E+02
1.89E+07	-5.9742238E+10	3.9339607E+11	2.5437217E+10	-1.6636211E+04	1.1969405E+04	1.0553785E+02
1.90E+07	-6.1179136E+10	3.9442718E+11	2.5446138E+10	-1.6625291E+04	1.1898819E+04	1.0097268E+02
1.91E+07	-6.2615084E+10	3.9545220E+11	2.5454667E+10	-1.6614217E+04	1.1828701E+04	9.6447902E+01
1.92E+07	-6.4050069E+10	3.9647119E+11	2.5462806E+10	-1.6602992E+04	1.1759047E+04	9.1963019E+01
1.93E+07	-6.5484077E+10	3.9748418E+11	2.5470559E+10	-1.6591619E+04	1.1689853E+04	8.7517552E+01
1.94E+07	-6.6917096E+10	3.9849121E+11	2.5477930E+10	-1.6580103E+04	1.1621114E+04	8.3111024E+01
1.94E+07	-6.8349114E+10	3.9949232E+11	2.5484922E+10	-1.6568445E+04	1.1552825E+04	7.8742969E+01
