1.7636928E+01	3.4605060E+01	3.2947696E+00
1.7184669E+01	3.4783602E+01	3.2651052E+00
1.6744402E+01	3.5021553E+01	3.2588780E+00
1.6299414E+01	3.5257941E+01	3.2543492E+00
1.5848697E+01	3.5487321E+01	3.2496953E+00
1.5392281E+01	3.5708095E+01	3.2444497E+00
1.4930430E+01	3.5919514E+01	3.2384388E+00
1.4463492E+01	3.6121115E+01	3.2315850E+00
1.3991857E+01	3.6312563E+01	3.2238506E+00
1.3515938E+01	3.6493595E+01	3.2152173E+00
1.3036166E+01	3.6663998E+01	3.2056784E+00
1.2552982E+01	3.6823598E+01	3.1952340E+00
1.2066839E+01	3.6972252E+01	3.1838894E+00
1.1578194E+01	3.7109848E+01	3.1716539E+00
1.1087508E+01	3.7236302E+01	3.1585397E+00
1.0595244E+01	3.7351558E+01	3.1445620E+00
1.0101865E+01	3.7455586E+01	3.1297380E+00
9.6078325E+00	3.7548382E+01	3.1140872E+00
9.1136031E+00	3.7629967E+01	3.0976308E+00
8.6196282E+00	3.7700385E+01	3.0803917E+00
8.1263518E+00	3.7759706E+01	3.0623943E+00
7.6342093E+00	3.7808022E+01	3.0436643E+00
7.1436258E+00	3.7845445E+01	3.0242286E+00
6.6550148E+00	3.7872109E+01	3.0041150E+00
6.1687770E+00	3.7888169E+01	2.9833525E+00
5.6852993E+00	3.7893796E+01	2.9619703E+00
5.2049536E+00	3.7889178E+01	2.9399987E+00
4.7280963E+00	3.7874522E+01	2.9174682E+00
4.2550670E+00	3.7850047E+01	2.8944096E+00
3.7861885E+00	3.7815986E+01	2.8708541E+00
3.3217657E+00	3.7772583E+01	2.8468326E+00
2.8620859E+00	3.7720094E+01	2.8223764E+00
2.4074180E+00	3.7658785E+01	2.7975164E+00
1.9580124E+00	3.7588927E+01	2.7722833E+00
1.5141014E+00	3.7510800E+01	2.7467073E+00
1.0758987E+00	3.7424689E+01	2.7208186E+00
6.4360004E-01	3.7330883E+01	2.6946464E+00
2.1738292E-01	3.7229673E+01	2.6682196E+00
-2.0259262E-01	3.7121355E+01	2.6415663E+00
-6.1618389E-01	3.7006223E+01	2.6147141E+00
-1.0232650E+00	3.6884572E+01	2.5876896E+00
-1.4237265E+00	3.6756695E+01	2.5605187E+00
-1.8174745E+00	3.6622885E+01	2.5332265E+00
-2.2044307E+00	3.6483431E+01	2.5058372E+00
-2.5845310E+00	3.6338619E+01	2.4783741E+00
-2.9577255E+00	3.6188732E+01	2.4508594E+00
-3.3239777E+00	3.6034045E+01	2.4233148E+00
-3.6832634E+00	3.5874833E+01	2.3957606E+00
-4.0355708E+00	3.5711360E+01	2.3682165E+00
-4.3808989E+00	3.5543888E+01	2.3407010E+00
-4.7192577E+00	3.5372671E+01	2.3132320E+00
-5.0506668E+00	3.5197956E+01	2.2858261E+00
-5.3751553E+00	3.5019983E+01	2.2584993E+00
-5.6889531E+00	3.4847518E+01	2.2346156E+00
-5.9997170E+00	3.4663724E+01	2.2074904E+00
-6.3036935E+00	3.4477352E+01	2.1804863E+00
-6.6009424E+00	3.4288612E+01	2.1536157E+00
-6.8915295E+00	3.4097708E+01	2.1268901E+00
-7.1755264E+00	3.3904837E+01	2.1003204E+00
-7.4530094E+00	3.3710187E+01	2.0739166E+00
-7.7240598E+00	3.3513939E+01	2.0476880E+00
-7.9887627E+00	3.3316267E+01	2.0216431E+00
-8.2472067E+00	3.3117338E+01	1.9957900E+00
-8.4994838E+00	3.2917310E+01	1.9701359E+00
-8.7456887E+00	3.2716335E+01	1.9446872E+00
-8.9859182E+00	3.2514560E+01	1.9194502E+00
-9.2202714E+00	3.2312121E+01	1.8944302E+00
-9.4488488E+00	3.2109152E+01	1.8696321E+00
-9.6717525E+00	3.1905777E+01	1.8450602E+00
-9.8890853E+00	3.1702115E+01	1.8207185E+00
-1.0100951E+01	3.1498280E+01	1.7966104E+00
-1.0307454E+01	3.1294378E+01	1.7727388E+00
-1.0508698E+01	3.1090512E+01	1.7491063E+00
-1.0704788E+01	3.0886776E+01	1.7257151E+00
-1.0895829E+01	3.0683261E+01	1.7025668E+00
-1.1081924E+01	3.0480053E+01	1.6796630E+00
-1.1263177E+01	3.0277232E+01	1.6570048E+00
-1.1439690E+01	3.0074875E+01	1.6345928E+00
-1.1611566E+01	2.9873051E+01	1.6124277E+00
-1.1778905E+01	2.9671829E+01	1.5905097E+00
-1.1941809E+01	2.9471271E+01	1.5688387E+00
-1.2100375E+01	2.9271434E+01	1.5474145E+00
-1.2254701E+01	2.9072376E+01	1.5262366E+00
-1.2404884E+01	2.8874145E+01	1.5053044E+00
-1.2551018E+01	2.8676791E+01	1.4846169E+00
-1.2693198E+01	2.8480357E+01	1.4641731E+00
-1.2831516E+01	2.8284884E+01	1.4439718E+00
-1.2966061E+01	2.8090411E+01	1.4240116E+00
-1.3096923E+01	2.7896973E+01	1.4042912E+00
-1.3224190E+01	2.7704602E+01	1.3848087E+00
-1.3347947E+01	2.7513328E+01	1.3655626E+00
-1.3468279E+01	2.7323179E+01	1.3465510E+00
-1.3585268E+01	2.7134179E+01	1.3277720E+00
-1.3698994E+01	2.6946351E+01	1.3092235E+00
-1.3809538E+01	2.6759716E+01	1.2909034E+00
-1.3916977E+01	2.6574293E+01	1.2728097E+00
-1.4021387E+01	2.6390098E+01	1.2549400E+00
-1.4122842E+01	2.6207147E+01	1.2372922E+00
-1.4221415E+01	2.6025452E+01	1.2198638E+00
-1.4317176E+01	2.5845026E+01	1.2026525E+00
-1.4410197E+01	2.5665877E+01	1.1856560E+00
-1.4500543E+01	2.5488016E+01	1.1688717E+00
-1.4588282E+01	2.5311449E+01	1.1522972E+00
-1.4673479E+01	2.5136183E+01	1.1359301E+00
-1.4756196E+01	2.4962223E+01	1.1197678E+00
-1.4836496E+01	2.4789571E+01	1.1038079E+00
-1.4914439E+01	2.4618232E+01	1.0880478E+00
-1.4990082E+01	2.4448206E+01	1.0724849E+00
-1.5063485E+01	2.4279494E+01	1.0571169E+00
-1.5134703E+01	2.4112097E+01	1.0419411E+00
-1.5203790E+01	2.3946013E+01	1.0269550E+00
-1.5270799E+01	2.3781241E+01	1.0121561E+00
-1.5335783E+01	2.3617778E+01	9.9754192E-01
-1.5398792E+01	2.3455622E+01	9.8310995E-01
-1.5459875E+01	2.3294768E+01	9.6885769E-01
-1.5519081E+01	2.3135212E+01	9.5478268E-01
-1.5576456E+01	2.2976950E+01	9.4088247E-01
-1.5632046E+01	2.2819976E+01	9.2715461E-01
-1.5685896E+01	2.2664284E+01	9.1359670E-01
-1.5738048E+01	2.2509868E+01	9.0020634E-01
-1.5788545E+01	2.2356722E+01	8.8698114E-01
-1.5837429E+01	2.2204837E+01	8.7391876E-01
-1.5884739E+01	2.2054208E+01	8.6101686E-01
-1.5930514E+01	2.1904826E+01	8.4827314E-01
-1.5974793E+01	2.1756684E+01	8.3568532E-01
-1.6017612E+01	2.1609772E+01	8.2325113E-01
-1.6059007E+01	2.1464083E+01	8.1096835E-01
-1.6099014E+01	2.1319608E+01	7.9883476E-01
-1.6137668E+01	2.1176338E+01	7.8684820E-01
-1.6175000E+01	2.1034264E+01	7.7500652E-01
-1.6211045E+01	2.0893377E+01	7.6330758E-01
-1.6245833E+01	2.0753667E+01	7.5174928E-01
-1.6279395E+01	2.0615124E+01	7.4032957E-01
-1.6311762E+01	2.0477740E+01	7.2904640E-01
-1.6342962E+01	2.0341504E+01	7.1789776E-01
-1.6373024E+01	2.0206406E+01	7.0688166E-01
-1.6401976E+01	2.0072437E+01	6.9599614E-01
-1.6429846E+01	1.9939586E+01	6.8523928E-01
-1.6456658E+01	1.9807844E+01	6.7460917E-01
-1.6482439E+01	1.9677201E+01	6.6410394E-01
-1.6507214E+01	1.9547646E+01	6.5372174E-01
-1.6531008E+01	1.9419169E+01	6.4346076E-01
-1.6553843E+01	1.9291760E+01	6.3331920E-01
-1.6575743E+01	1.9165410E+01	6.2329529E-01
-1.6596731E+01	1.9040107E+01	6.1338731E-01
-1.6616828E+01	1.8915842E+01	6.0359354E-01
-1.6636056E+01	1.8792605E+01	5.9391230E-01
-1.6654436E+01	1.8670385E+01	5.8434192E-01
-1.6671987E+01	1.8549173E+01	5.7488078E-01
-1.6688731E+01	1.8428958E+01	5.6552727E-01
-1.6704685E+01	1.8309731E+01	5.5627981E-01
-1.6719869E+01	1.8191481E+01	5.4713685E-01
-1.6734300E+01	1.8074199E+01	5.3809685E-01
-1.6747998E+01	1.7957874E+01	5.2915831E-01
-1.6760979E+01	1.7842498E+01	5.2031974E-01
-1.6773260E+01	1.7728060E+01	5.1157969E-01
-1.6784857E+01	1.7614551E+01	5.0293673E-01
-1.6795787E+01	1.7501960E+01	4.9438944E-01
-1.6806066E+01	1.7390279E+01	4.8593644E-01
-1.6815708E+01	1.7279498E+01	4.7757635E-01
-1.6824728E+01	1.7169608E+01	4.6930785E-01
-1.6833142E+01	1.7060599E+01	4.6112960E-01
-1.6840963E+01	1.6952461E+01	4.5304030E-01
-1.6848205E+01	1.6845187E+01	4.4503869E-01
-1.6854882E+01	1.6738766E+01	4.3712350E-01
-1.6861006E+01	1.6633190E+01	4.2929350E-01
-1.6866590E+01	1.6528450E+01	4.2154747E-01
-1.6871648E+01	1.6424537E+01	4.1388422E-01
-1.6876191E+01	1.6321442E+01	4.0630257E-01
-1.6880230E+01	1.6219156E+01	3.9880136E-01
-1.6883779E+01	1.6117671E+01	3.9137946E-01
-1.6886847E+01	1.6016979E+01	3.8403575E-01
-1.6889446E+01	1.5917070E+01	3.7676913E-01
-1.6891587E+01	1.5817937E+01	3.6957851E-01
-1.6893280E+01	1.5719571E+01	3.6246284E-01
-1.6894536E+01	1.5621964E+01	3.5542107E-01
-1.6895364E+01	1.5525108E+01	3.4845216E-01
-1.6895774E+01	1.5428995E+01	3.4155512E-01
-1.6895775E+01	1.5333618E+01	3.3472893E-01
-1.6895378E+01	1.5238967E+01	3.2797263E-01
-1.6894591E+01	1.5145036E+01	3.2128525E-01
-1.6893423E+01	1.5051816E+01	3.1466585E-01
-1.6891882E+01	1.4959301E+01	3.0811349E-01
-1.6889978E+01	1.4867483E+01	3.0162725E-01
-1.6887717E+01	1.4776354E+01	2.9520625E-01
-1.6885109E+01	1.4685906E+01	2.8884958E-01
-1.6882161E+01	1.4596134E+01	2.8255638E-01
-1.6878881E+01	1.4507029E+01	2.7632580E-01
-1.6875276E+01	1.4418585E+01	2.7015699E-01
-1.6871353E+01	1.4330794E+01	2.6404912E-01
