

*******************************************************************************
Ephemeris / WWW_USER Thu Feb 10 06:53:56 2022 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Voyager 2 (spacecraft) (-32)    {source: Voyager_2}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1977-Aug-21 00:00:00.0000 TDB
Stop  time      : A.D. 1997-Aug-22 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 1 (position only)
Reference frame : Ecliptic of B1950.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2445636.500000000, A.D. 1983-Oct-29 00:00:00.0000, -1.058297049697155E+09, -1.586543264345201E+09,  3.126015811270833E+07,
2445637.500000000, A.D. 1983-Oct-30 00:00:00.0000, -1.057754297056414E+09, -1.588101280970508E+09,  3.121918471886241E+07,
2445638.500000000, A.D. 1983-Oct-31 00:00:00.0000, -1.057211393518449E+09, -1.589659070599292E+09,  3.117820691404283E+07,
2445639.500000000, A.D. 1983-Nov-01 00:00:00.0000, -1.056668339396599E+09, -1.591216633365416E+09,  3.113722471100092E+07,
2445640.500000000, A.D. 1983-Nov-02 00:00:00.0000, -1.056125135003636E+09, -1.592773969402954E+09,  3.109623812246180E+07,
2445641.500000000, A.D. 1983-Nov-03 00:00:00.0000, -1.055581780651775E+09, -1.594331078846182E+09,  3.105524716112173E+07,
2445642.500000000, A.D. 1983-Nov-04 00:00:00.0000, -1.055038276652661E+09, -1.595887961829586E+09,  3.101425183964932E+07,
2445643.500000000, A.D. 1983-Nov-05 00:00:00.0000, -1.054494623317380E+09, -1.597444618487854E+09,  3.097325217068684E+07,
2445644.500000000, A.D. 1983-Nov-06 00:00:00.0000, -1.053950820956459E+09, -1.599001048955876E+09,  3.093224816684735E+07,
2445645.500000000, A.D. 1983-Nov-07 00:00:00.0000, -1.053406869879867E+09, -1.600557253368741E+09,  3.089123984071863E+07,
2445646.500000000, A.D. 1983-Nov-08 00:00:00.0000, -1.052862770397015E+09, -1.602113231861737E+09,  3.085022720485997E+07,
2445647.500000000, A.D. 1983-Nov-09 00:00:00.0000, -1.052318522816756E+09, -1.603668984570350E+09,  3.080921027180433E+07,
2445648.500000000, A.D. 1983-Nov-10 00:00:00.0000, -1.051774127447376E+09, -1.605224511630263E+09,  3.076818905405581E+07,
2445649.500000000, A.D. 1983-Nov-11 00:00:00.0000, -1.051229584596604E+09, -1.606779813177352E+09,  3.072716356409180E+07,
2445650.500000000, A.D. 1983-Nov-12 00:00:00.0000, -1.050684894571619E+09, -1.608334889347687E+09,  3.068613381436253E+07,
2445651.500000000, A.D. 1983-Nov-13 00:00:00.0000, -1.050140057679041E+09, -1.609889740277527E+09,  3.064509981729245E+07,
2445652.500000000, A.D. 1983-Nov-14 00:00:00.0000, -1.049595074224932E+09, -1.611444366103323E+09,  3.060406158527720E+07,
2445653.500000000, A.D. 1983-Nov-15 00:00:00.0000, -1.049049944514792E+09, -1.612998766961715E+09,  3.056301913068545E+07,
2445654.500000000, A.D. 1983-Nov-16 00:00:00.0000, -1.048504668853568E+09, -1.614552942989530E+09,  3.052197246585858E+07,
2445655.500000000, A.D. 1983-Nov-17 00:00:00.0000, -1.047959247545658E+09, -1.616106894323777E+09,  3.048092160311198E+07,
2445656.500000000, A.D. 1983-Nov-18 00:00:00.0000, -1.047413680894902E+09, -1.617660621101652E+09,  3.043986655473447E+07,
2445657.500000000, A.D. 1983-Nov-19 00:00:00.0000, -1.046867969204590E+09, -1.619214123460531E+09,  3.039880733298528E+07,
2445658.500000000, A.D. 1983-Nov-20 00:00:00.0000, -1.046322112777451E+09, -1.620767401537977E+09,  3.035774395010138E+07,
2445659.500000000, A.D. 1983-Nov-21 00:00:00.0000, -1.045776111915662E+09, -1.622320455471725E+09,  3.031667641828835E+07,
2445660.500000000, A.D. 1983-Nov-22 00:00:00.0000, -1.045229966920847E+09, -1.623873285399696E+09,  3.027560474972630E+07,
2445661.500000000, A.D. 1983-Nov-23 00:00:00.0000, -1.044683678094079E+09, -1.625425891459981E+09,  3.023452895656884E+07,
2445662.500000000, A.D. 1983-Nov-24 00:00:00.0000, -1.044137245735882E+09, -1.626978273790849E+09,  3.019344905094290E+07,
2445663.500000000, A.D. 1983-Nov-25 00:00:00.0000, -1.043590670146229E+09, -1.628530432530744E+09,  3.015236504494905E+07,
2445664.500000000, A.D. 1983-Nov-26 00:00:00.0000, -1.043043951624542E+09, -1.630082367818280E+09,  3.011127695066118E+07,
2445665.500000000, A.D. 1983-Nov-27 00:00:00.0000, -1.042497090469695E+09, -1.631634079792244E+09,  3.007018478012598E+07,
2445666.500000000, A.D. 1983-Nov-28 00:00:00.0000, -1.041950086980008E+09, -1.633185568591591E+09,  3.002908854536355E+07,
2445667.500000000, A.D. 1983-Nov-29 00:00:00.0000, -1.041402941453250E+09, -1.634736834355448E+09,  2.998798825836778E+07,
2445668.500000000, A.D. 1983-Nov-30 00:00:00.0000, -1.040855654186644E+09, -1.636287877223104E+09,  2.994688393110514E+07,
2445669.500000000, A.D. 1983-Dec-01 00:00:00.0000, -1.040308225476864E+09, -1.637838697334016E+09,  2.990577557551682E+07,
2445670.500000000, A.D. 1983-Dec-02 00:00:00.0000, -1.039760655620042E+09, -1.639389294827806E+09,  2.986466320351660E+07,
2445671.500000000, A.D. 1983-Dec-03 00:00:00.0000, -1.039212944911760E+09, -1.640939669844256E+09,  2.982354682699311E+07,
2445672.500000000, A.D. 1983-Dec-04 00:00:00.0000, -1.038665093647059E+09, -1.642489822523311E+09,  2.978242645780790E+07,
2445673.500000000, A.D. 1983-Dec-05 00:00:00.0000, -1.038117102120427E+09, -1.644039753005075E+09,  2.974130210779631E+07,
2445674.500000000, A.D. 1983-Dec-06 00:00:00.0000, -1.037568970625771E+09, -1.645589461429815E+09,  2.970017378873110E+07,
2445675.500000000, A.D. 1983-Dec-07 00:00:00.0000, -1.037020699456570E+09, -1.647138947937942E+09,  2.965904151247203E+07,
2445676.500000000, A.D. 1983-Dec-08 00:00:00.0000, -1.036472288905636E+09, -1.648688212670038E+09,  2.961790529073405E+07,
2445677.500000000, A.D. 1983-Dec-09 00:00:00.0000, -1.035923739265283E+09, -1.650237255766832E+09,  2.957676513524699E+07,
2445678.500000000, A.D. 1983-Dec-10 00:00:00.0000, -1.035375050827286E+09, -1.651786077369209E+09,  2.953562105771673E+07,
2445679.500000000, A.D. 1983-Dec-11 00:00:00.0000, -1.034826223882874E+09, -1.653334677618203E+09,  2.949447306982064E+07,
2445680.500000000, A.D. 1983-Dec-12 00:00:00.0000, -1.034277258722729E+09, -1.654883056654999E+09,  2.945332118321049E+07,
2445681.500000000, A.D. 1983-Dec-13 00:00:00.0000, -1.033728155636991E+09, -1.656431214620938E+09,  2.941216540951157E+07,
2445682.500000000, A.D. 1983-Dec-14 00:00:00.0000, -1.033178914915264E+09, -1.657979151657500E+09,  2.937100576032376E+07,
2445683.500000000, A.D. 1983-Dec-15 00:00:00.0000, -1.032629536846629E+09, -1.659526867906306E+09,  2.932984224722350E+07,
2445684.500000000, A.D. 1983-Dec-16 00:00:00.0000, -1.032080021719611E+09, -1.661074363509128E+09,  2.928867488175917E+07,
2445685.500000000, A.D. 1983-Dec-17 00:00:00.0000, -1.031530369822187E+09, -1.662621638607890E+09,  2.924750367545235E+07,
2445686.500000000, A.D. 1983-Dec-18 00:00:00.0000, -1.030980581441799E+09, -1.664168693344654E+09,  2.920632863979781E+07,
2445687.500000000, A.D. 1983-Dec-19 00:00:00.0000, -1.030430656865358E+09, -1.665715527861621E+09,  2.916514978626752E+07,
2445688.500000000, A.D. 1983-Dec-20 00:00:00.0000, -1.029880596379242E+09, -1.667262142301133E+09,  2.912396712630534E+07,
2445689.500000000, A.D. 1983-Dec-21 00:00:00.0000, -1.029330400269289E+09, -1.668808536805666E+09,  2.908278067133355E+07,
2445690.500000000, A.D. 1983-Dec-22 00:00:00.0000, -1.028780068820802E+09, -1.670354711517837E+09,  2.904159043274462E+07,
2445691.500000000, A.D. 1983-Dec-23 00:00:00.0000, -1.028229602318543E+09, -1.671900666580400E+09,  2.900039642190659E+07,
2445692.500000000, A.D. 1983-Dec-24 00:00:00.0000, -1.027679001046739E+09, -1.673446402136242E+09,  2.895919865016186E+07,
2445693.500000000, A.D. 1983-Dec-25 00:00:00.0000, -1.027128265289087E+09, -1.674991918328384E+09,  2.891799712882710E+07,
2445694.500000000, A.D. 1983-Dec-26 00:00:00.0000, -1.026577395328751E+09, -1.676537215299979E+09,  2.887679186919403E+07,
2445695.500000000, A.D. 1983-Dec-27 00:00:00.0000, -1.026026391448363E+09, -1.678082293194310E+09,  2.883558288252962E+07,
2445696.500000000, A.D. 1983-Dec-28 00:00:00.0000, -1.025475253930032E+09, -1.679627152154793E+09,  2.879437018008065E+07,
2445697.500000000, A.D. 1983-Dec-29 00:00:00.0000, -1.024923983055307E+09, -1.681171792324966E+09,  2.875315377304959E+07,
2445698.500000000, A.D. 1983-Dec-30 00:00:00.0000, -1.024372579105233E+09, -1.682716213848499E+09,  2.871193367263329E+07,
2445699.500000000, A.D. 1983-Dec-31 00:00:00.0000, -1.023821042360310E+09, -1.684260416869188E+09,  2.867070988999605E+07,
2445700.500000000, A.D. 1984-Jan-01 00:00:00.0000, -1.023269373100513E+09, -1.685804401530950E+09,  2.862948243627739E+07,
2445701.500000000, A.D. 1984-Jan-02 00:00:00.0000, -1.022717571605285E+09, -1.687348167977830E+09,  2.858825132259142E+07,
2445702.500000000, A.D. 1984-Jan-03 00:00:00.0000, -1.022165638153545E+09, -1.688891716353992E+09,  2.854701656002712E+07,
2445703.500000000, A.D. 1984-Jan-04 00:00:00.0000, -1.021613573023684E+09, -1.690435046803721E+09,  2.850577815964925E+07,
2445704.500000000, A.D. 1984-Jan-05 00:00:00.0000, -1.021061376493564E+09, -1.691978159471422E+09,  2.846453613249612E+07,
2445705.500000000, A.D. 1984-Jan-06 00:00:00.0000, -1.020509048840521E+09, -1.693521054501621E+09,  2.842329048958278E+07,
2445706.500000000, A.D. 1984-Jan-07 00:00:00.0000, -1.019956590341365E+09, -1.695063732038957E+09,  2.838204124189746E+07,
2445707.500000000, A.D. 1984-Jan-08 00:00:00.0000, -1.019404001272377E+09, -1.696606192228188E+09,  2.834078840040386E+07,
2445708.500000000, A.D. 1984-Jan-09 00:00:00.0000, -1.018851281909315E+09, -1.698148435214184E+09,  2.829953197604275E+07,
2445709.500000000, A.D. 1984-Jan-10 00:00:00.0000, -1.018298432527404E+09, -1.699690461141933E+09,  2.825827197972381E+07,
2445710.500000000, A.D. 1984-Jan-11 00:00:00.0000, -1.017745453401354E+09, -1.701232270156527E+09,  2.821700842233849E+07,
2445711.500000000, A.D. 1984-Jan-12 00:00:00.0000, -1.017192344805359E+09, -1.702773862403173E+09,  2.817574131475186E+07,
2445712.500000000, A.D. 1984-Jan-13 00:00:00.0000, -1.016639107013090E+09, -1.704315238027200E+09,  2.813447066780412E+07,
2445713.500000000, A.D. 1984-Jan-14 00:00:00.0000, -1.016085740297688E+09, -1.705856397174036E+09,  2.809319649230993E+07,
2445714.500000000, A.D. 1984-Jan-15 00:00:00.0000, -1.015532244931772E+09, -1.707397339989210E+09,  2.805191879905879E+07,
2445715.500000000, A.D. 1984-Jan-16 00:00:00.0000, -1.014978621187450E+09, -1.708938066618368E+09,  2.801063759881783E+07,
2445716.500000000, A.D. 1984-Jan-17 00:00:00.0000, -1.014424869336300E+09, -1.710478577207257E+09,  2.796935290232766E+07,
2445717.500000000, A.D. 1984-Jan-18 00:00:00.0000, -1.013870989649383E+09, -1.712018871901727E+09,  2.792806472030401E+07,
2445718.500000000, A.D. 1984-Jan-19 00:00:00.0000, -1.013316982397243E+09, -1.713558950847748E+09,  2.788677306344473E+07,
2445719.500000000, A.D. 1984-Jan-20 00:00:00.0000, -1.012762847849903E+09, -1.715098814191345E+09,  2.784547794240570E+07,
2445720.500000000, A.D. 1984-Jan-21 00:00:00.0000, -1.012208586276881E+09, -1.716638462078692E+09,  2.780417936783659E+07,
2445721.500000000, A.D. 1984-Jan-22 00:00:00.0000, -1.011654197947168E+09, -1.718177894656046E+09,  2.776287735035658E+07,
2445722.500000000, A.D. 1984-Jan-23 00:00:00.0000, -1.011099683129242E+09, -1.719717112069763E+09,  2.772157190055978E+07,
2445723.500000000, A.D. 1984-Jan-24 00:00:00.0000, -1.010545042091064E+09, -1.721256114466294E+09,  2.768026302901566E+07,
2445724.500000000, A.D. 1984-Jan-25 00:00:00.0000, -1.009990275100077E+09, -1.722794901992188E+09,  2.763895074627018E+07,
2445725.500000000, A.D. 1984-Jan-26 00:00:00.0000, -1.009435382423215E+09, -1.724333474794090E+09,  2.759763506284440E+07,
2445726.500000000, A.D. 1984-Jan-27 00:00:00.0000, -1.008880364326898E+09, -1.725871833018736E+09,  2.755631598923612E+07,
2445727.500000000, A.D. 1984-Jan-28 00:00:00.0000, -1.008325221077037E+09, -1.727409976812958E+09,  2.751499353591907E+07,
2445728.500000000, A.D. 1984-Jan-29 00:00:00.0000, -1.007769952939029E+09, -1.728947906323677E+09,  2.747366771334267E+07,
2445729.500000000, A.D. 1984-Jan-30 00:00:00.0000, -1.007214560177760E+09, -1.730485621697908E+09,  2.743233853193164E+07,
2445730.500000000, A.D. 1984-Jan-31 00:00:00.0000, -1.006659043057602E+09, -1.732023123082761E+09,  2.739100600209165E+07,
2445731.500000000, A.D. 1984-Feb-01 00:00:00.0000, -1.006103401842419E+09, -1.733560410625407E+09,  2.734967013419032E+07,
2445732.500000000, A.D. 1984-Feb-02 00:00:00.0000, -1.005547636795562E+09, -1.735097484473135E+09,  2.730833093858516E+07,
2445733.500000000, A.D. 1984-Feb-03 00:00:00.0000, -1.004991748179876E+09, -1.736634344773308E+09,  2.726698842560554E+07,
2445734.500000000, A.D. 1984-Feb-04 00:00:00.0000, -1.004435736257702E+09, -1.738170991673377E+09,  2.722564260555673E+07,
2445735.500000000, A.D. 1984-Feb-05 00:00:00.0000, -1.003879601290871E+09, -1.739707425320875E+09,  2.718429348872054E+07,
2445736.500000000, A.D. 1984-Feb-06 00:00:00.0000, -1.003323343540712E+09, -1.741243645863417E+09,  2.714294108535564E+07,
2445737.500000000, A.D. 1984-Feb-07 00:00:00.0000, -1.002766963268042E+09, -1.742779653448704E+09,  2.710158540569592E+07,
2445738.500000000, A.D. 1984-Feb-08 00:00:00.0000, -1.002210460733175E+09, -1.744315448224514E+09,  2.706022645995116E+07,
2445739.500000000, A.D. 1984-Feb-09 00:00:00.0000, -1.001653836195916E+09, -1.745851030338705E+09,  2.701886425830841E+07,
2445740.500000000, A.D. 1984-Feb-10 00:00:00.0000, -1.001097089915568E+09, -1.747386399939215E+09,  2.697749881093001E+07,
2445741.500000000, A.D. 1984-Feb-11 00:00:00.0000, -1.000540222150935E+09, -1.748921557174060E+09,  2.693613012795639E+07,
2445742.500000000, A.D. 1984-Feb-12 00:00:00.0000, -9.999832331603206E+08, -1.750456502191330E+09,  2.689475821950340E+07,
2445743.500000000, A.D. 1984-Feb-13 00:00:00.0000, -9.994261232015245E+08, -1.751991235139194E+09,  2.685338309566391E+07,
2445744.500000000, A.D. 1984-Feb-14 00:00:00.0000, -9.988688925318375E+08, -1.753525756165896E+09,  2.681200476650715E+07,
2445745.500000000, A.D. 1984-Feb-15 00:00:00.0000, -9.983115414080549E+08, -1.755060065419749E+09,  2.677062324207842E+07,
2445746.500000000, A.D. 1984-Feb-16 00:00:00.0000, -9.977540700864744E+08, -1.756594163049139E+09,  2.672923853239954E+07,
2445747.500000000, A.D. 1984-Feb-17 00:00:00.0000, -9.971964788228980E+08, -1.758128049202530E+09,  2.668785064747059E+07,
2445748.500000000, A.D. 1984-Feb-18 00:00:00.0000, -9.966387678726236E+08, -1.759661724028451E+09,  2.664645959726739E+07,
2445749.500000000, A.D. 1984-Feb-19 00:00:00.0000, -9.960809374904476E+08, -1.761195187675499E+09,  2.660506539174223E+07,
2445750.500000000, A.D. 1984-Feb-20 00:00:00.0000, -9.955229879306735E+08, -1.762728440292343E+09,  2.656366804082346E+07,
2445751.500000000, A.D. 1984-Feb-21 00:00:00.0000, -9.949649194471107E+08, -1.764261482027718E+09,  2.652226755441821E+07,
2445752.500000000, A.D. 1984-Feb-22 00:00:00.0000, -9.944067322930746E+08, -1.765794313030424E+09,  2.648086394240916E+07,
2445753.500000000, A.D. 1984-Feb-23 00:00:00.0000, -9.938484267213843E+08, -1.767326933449331E+09,  2.643945721465707E+07,
2445754.500000000, A.D. 1984-Feb-24 00:00:00.0000, -9.932900029843628E+08, -1.768859343433367E+09,  2.639804738099885E+07,
2445755.500000000, A.D. 1984-Feb-25 00:00:00.0000, -9.927314613338373E+08, -1.770391543131529E+09,  2.635663445124817E+07,
2445756.500000000, A.D. 1984-Feb-26 00:00:00.0000, -9.921728020211425E+08, -1.771923532692873E+09,  2.631521843519580E+07,
2445757.500000000, A.D. 1984-Feb-27 00:00:00.0000, -9.916140252971227E+08, -1.773455312266515E+09,  2.627379934260976E+07,
2445758.500000000, A.D. 1984-Feb-28 00:00:00.0000, -9.910551314121320E+08, -1.774986882001637E+09,  2.623237718323541E+07,
2445759.500000000, A.D. 1984-Feb-29 00:00:00.0000, -9.904961206160358E+08, -1.776518242047476E+09,  2.619095196679556E+07,
2445760.500000000, A.D. 1984-Mar-01 00:00:00.0000, -9.899369931582083E+08, -1.778049392553330E+09,  2.614952370299041E+07,
2445761.500000000, A.D. 1984-Mar-02 00:00:00.0000, -9.893777492874688E+08, -1.779580333668533E+09,  2.610809240144444E+07,
2445762.500000000, A.D. 1984-Mar-03 00:00:00.0000, -9.888183892523481E+08, -1.781111065542535E+09,  2.606665807192218E+07,
2445763.500000000, A.D. 1984-Mar-04 00:00:00.0000, -9.882589133006788E+08, -1.782641588324784E+09,  2.602522072399700E+07,
2445764.500000000, A.D. 1984-Mar-05 00:00:00.0000, -9.876993216798786E+08, -1.784171902164799E+09,  2.598378036727774E+07,
2445765.500000000, A.D. 1984-Mar-06 00:00:00.0000, -9.871396146368799E+08, -1.785702007212157E+09,  2.594233701135075E+07,
2445766.500000000, A.D. 1984-Mar-07 00:00:00.0000, -9.865797924181305E+08, -1.787231903616484E+09,  2.590089066577983E+07,
2445767.500000000, A.D. 1984-Mar-08 00:00:00.0000, -9.860198552695943E+08, -1.788761591527459E+09,  2.585944134010637E+07,
2445768.500000000, A.D. 1984-Mar-09 00:00:00.0000, -9.854598034367521E+08, -1.790291071094816E+09,  2.581798904385030E+07,
2445769.500000000, A.D. 1984-Mar-10 00:00:00.0000, -9.848996371645980E+08, -1.791820342468334E+09,  2.577653378650820E+07,
2445770.500000000, A.D. 1984-Mar-11 00:00:00.0000, -9.843393566976418E+08, -1.793349405797843E+09,  2.573507557755387E+07,
2445771.500000000, A.D. 1984-Mar-12 00:00:00.0000, -9.837789622799097E+08, -1.794878261233219E+09,  2.569361442643881E+07,
2445772.500000000, A.D. 1984-Mar-13 00:00:00.0000, -9.832184541549467E+08, -1.796406908924387E+09,  2.565215034259248E+07,
2445773.500000000, A.D. 1984-Mar-14 00:00:00.0000, -9.826578325658203E+08, -1.797935349021316E+09,  2.561068333542192E+07,
2445774.500000000, A.D. 1984-Mar-15 00:00:00.0000, -9.820970977551217E+08, -1.799463581674025E+09,  2.556921341431379E+07,
2445775.500000000, A.D. 1984-Mar-16 00:00:00.0000, -9.815362499649589E+08, -1.800991607032577E+09,  2.552774058863080E+07,
2445776.500000000, A.D. 1984-Mar-17 00:00:00.0000, -9.809752894369556E+08, -1.802519425247076E+09,  2.548626486771417E+07,
2445777.500000000, A.D. 1984-Mar-18 00:00:00.0000, -9.804142164122610E+08, -1.804047036467669E+09,  2.544478626087987E+07,
2445778.500000000, A.D. 1984-Mar-19 00:00:00.0000, -9.798530311315502E+08, -1.805574440844547E+09,  2.540330477742684E+07,
2445779.500000000, A.D. 1984-Mar-20 00:00:00.0000, -9.792917338350196E+08, -1.807101638527934E+09,  2.536182042663026E+07,
2445780.500000000, A.D. 1984-Mar-21 00:00:00.0000, -9.787303247623880E+08, -1.808628629668098E+09,  2.532033321774304E+07,
2445781.500000000, A.D. 1984-Mar-22 00:00:00.0000, -9.781688041528986E+08, -1.810155414415352E+09,  2.527884315999579E+07,
2445782.500000000, A.D. 1984-Mar-23 00:00:00.0000, -9.776071722453222E+08, -1.811681992920044E+09,  2.523735026259673E+07,
2445783.500000000, A.D. 1984-Mar-24 00:00:00.0000, -9.770454292779582E+08, -1.813208365332560E+09,  2.519585453473401E+07,
2445784.500000000, A.D. 1984-Mar-25 00:00:00.0000, -9.764835754886355E+08, -1.814734531803317E+09,  2.515435598557270E+07,
2445785.500000000, A.D. 1984-Mar-26 00:00:00.0000, -9.759216111147006E+08, -1.816260492482782E+09,  2.511285462425828E+07,
2445786.500000000, A.D. 1984-Mar-27 00:00:00.0000, -9.753595363930358E+08, -1.817786247521440E+09,  2.507135045991158E+07,
2445787.500000000, A.D. 1984-Mar-28 00:00:00.0000, -9.747973515600492E+08, -1.819311797069817E+09,  2.502984350163293E+07,
2445788.500000000, A.D. 1984-Mar-29 00:00:00.0000, -9.742350568516774E+08, -1.820837141278470E+09,  2.498833375850105E+07,
2445789.500000000, A.D. 1984-Mar-30 00:00:00.0000, -9.736726525033892E+08, -1.822362280297992E+09,  2.494682123957253E+07,
2445790.500000000, A.D. 1984-Mar-31 00:00:00.0000, -9.731101387501870E+08, -1.823887214279004E+09,  2.490530595388317E+07,
2445791.500000000, A.D. 1984-Apr-01 00:00:00.0000, -9.725475158266062E+08, -1.825411943372161E+09,  2.486378791044796E+07,
2445792.500000000, A.D. 1984-Apr-02 00:00:00.0000, -9.719847839667146E+08, -1.826936467728144E+09,  2.482226711825991E+07,
2445793.500000000, A.D. 1984-Apr-03 00:00:00.0000, -9.714219434041172E+08, -1.828460787497668E+09,  2.478074358629346E+07,
2445794.500000000, A.D. 1984-Apr-04 00:00:00.0000, -9.708589943719361E+08, -1.829984902831468E+09,  2.473921732349145E+07,
2445795.500000000, A.D. 1984-Apr-05 00:00:00.0000, -9.702959371028438E+08, -1.831508813880313E+09,  2.469768833878589E+07,
2445796.500000000, A.D. 1984-Apr-06 00:00:00.0000, -9.697327718290424E+08, -1.833032520794996E+09,  2.465615664108419E+07,
2445797.500000000, A.D. 1984-Apr-07 00:00:00.0000, -9.691694987822710E+08, -1.834556023726335E+09,  2.461462223927212E+07,
2445798.500000000, A.D. 1984-Apr-08 00:00:00.0000, -9.686061181938087E+08, -1.836079322825174E+09,  2.457308514221501E+07,
2445799.500000000, A.D. 1984-Apr-09 00:00:00.0000, -9.680426302944728E+08, -1.837602418242381E+09,  2.453154535875607E+07,
2445800.500000000, A.D. 1984-Apr-10 00:00:00.0000, -9.674790353146193E+08, -1.839125310128849E+09,  2.449000289771926E+07,
2445801.500000000, A.D. 1984-Apr-11 00:00:00.0000, -9.669153334841424E+08, -1.840647998635491E+09,  2.444845776790595E+07,
2445802.500000000, A.D. 1984-Apr-12 00:00:00.0000, -9.663515250324742E+08, -1.842170483913239E+09,  2.440690997809613E+07,
2445803.500000000, A.D. 1984-Apr-13 00:00:00.0000, -9.657876101885856E+08, -1.843692766113052E+09,  2.436535953704965E+07,
2445804.500000000, A.D. 1984-Apr-14 00:00:00.0000, -9.652235891809911E+08, -1.845214845385900E+09,  2.432380645350385E+07,
2445805.500000000, A.D. 1984-Apr-15 00:00:00.0000, -9.646594622377483E+08, -1.846736721882783E+09,  2.428225073617756E+07,
2445806.500000000, A.D. 1984-Apr-16 00:00:00.0000, -9.640952295864599E+08, -1.848258395754717E+09,  2.424069239376700E+07,
2445807.500000000, A.D. 1984-Apr-17 00:00:00.0000, -9.635308914542722E+08, -1.849779867152734E+09,  2.419913143494844E+07,
2445808.500000000, A.D. 1984-Apr-18 00:00:00.0000, -9.629664480678719E+08, -1.851301136227875E+09,  2.415756786837745E+07,
2445809.500000000, A.D. 1984-Apr-19 00:00:00.0000, -9.624018996534914E+08, -1.852822203131204E+09,  2.411600170268810E+07,
2445810.500000000, A.D. 1984-Apr-20 00:00:00.0000, -9.618372464369102E+08, -1.854343068013803E+09,  2.407443294649398E+07,
2445811.500000000, A.D. 1984-Apr-21 00:00:00.0000, -9.612724886434625E+08, -1.855863731026765E+09,  2.403286160838854E+07,
2445812.500000000, A.D. 1984-Apr-22 00:00:00.0000, -9.607076264980112E+08, -1.857384192321203E+09,  2.399128769694471E+07,
2445813.500000000, A.D. 1984-Apr-23 00:00:00.0000, -9.601426602249784E+08, -1.858904452048234E+09,  2.394971122071326E+07,
2445814.500000000, A.D. 1984-Apr-24 00:00:00.0000, -9.595775900483321E+08, -1.860424510358990E+09,  2.390813218822563E+07,
2445815.500000000, A.D. 1984-Apr-25 00:00:00.0000, -9.590124161915942E+08, -1.861944367404617E+09,  2.386655060799217E+07,
2445816.500000000, A.D. 1984-Apr-26 00:00:00.0000, -9.584471388778366E+08, -1.863464023336272E+09,  2.382496648850441E+07,
2445817.500000000, A.D. 1984-Apr-27 00:00:00.0000, -9.578817583296812E+08, -1.864983478305122E+09,  2.378337983823240E+07,
2445818.500000000, A.D. 1984-Apr-28 00:00:00.0000, -9.573162747692994E+08, -1.866502732462341E+09,  2.374179066562533E+07,
2445819.500000000, A.D. 1984-Apr-29 00:00:00.0000, -9.567506884184139E+08, -1.868021785959112E+09,  2.370019897911191E+07,
2445820.500000000, A.D. 1984-Apr-30 00:00:00.0000, -9.561849994982998E+08, -1.869540638946628E+09,  2.365860478710115E+07,
2445821.500000000, A.D. 1984-May-01 00:00:00.0000, -9.556192082297882E+08, -1.871059291576085E+09,  2.361700809798133E+07,
2445822.500000000, A.D. 1984-May-02 00:00:00.0000, -9.550533148332653E+08, -1.872577743998691E+09,  2.357540892012131E+07,
2445823.500000000, A.D. 1984-May-03 00:00:00.0000, -9.544873195286752E+08, -1.874095996365657E+09,  2.353380726186979E+07,
2445824.500000000, A.D. 1984-May-04 00:00:00.0000, -9.539212225355169E+08, -1.875614048828201E+09,  2.349220313155460E+07,
2445825.500000000, A.D. 1984-May-05 00:00:00.0000, -9.533550240728450E+08, -1.877131901537544E+09,  2.345059653748429E+07,
2445826.500000000, A.D. 1984-May-06 00:00:00.0000, -9.527887243592705E+08, -1.878649554644909E+09,  2.340898748794675E+07,
2445827.500000000, A.D. 1984-May-07 00:00:00.0000, -9.522223236129618E+08, -1.880167008301522E+09,  2.336737599120951E+07,
2445828.500000000, A.D. 1984-May-08 00:00:00.0000, -9.516558220516453E+08, -1.881684262658612E+09,  2.332576205552042E+07,
2445829.500000000, A.D. 1984-May-09 00:00:00.0000, -9.510892198926079E+08, -1.883201317867411E+09,  2.328414568910730E+07,
2445830.500000000, A.D. 1984-May-10 00:00:00.0000, -9.505225173526999E+08, -1.884718174079151E+09,  2.324252690017855E+07,
2445831.500000000, A.D. 1984-May-11 00:00:00.0000, -9.499557146483332E+08, -1.886234831445063E+09,  2.320090569692302E+07,
2445832.500000000, A.D. 1984-May-12 00:00:00.0000, -9.493888119954822E+08, -1.887751290116381E+09,  2.315928208750927E+07,
2445833.500000000, A.D. 1984-May-13 00:00:00.0000, -9.488218096096817E+08, -1.889267550244335E+09,  2.311765608008611E+07,
2445834.500000000, A.D. 1984-May-14 00:00:00.0000, -9.482547077060282E+08, -1.890783611980151E+09,  2.307602768278217E+07,
