

*******************************************************************************
Ephemeris / WWW_USER Thu Feb 10 02:41:50 2022 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Voyager 2 (spacecraft) (-32)    {source: Voyager_2}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1977-Aug-21 00:00:00.0000 TDB
Stop  time      : A.D. 1997-Aug-22 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2443467.500000000, A.D. 1977-Nov-20 00:00:00.0000,  1.199051880708775E+08,  1.902707783428180E+08,  1.901143365791288E+07, -1.346827890329099E+01,  2.732317855768739E+01,  1.346551028199089E+00,
2443468.500000000, A.D. 1977-Nov-21 00:00:00.0000,  1.187364510864381E+08,  1.926233278126656E+08,  1.912696274455993E+07, -1.358526759876377E+01,  2.713417864261888E+01,  1.327771979876029E+00,
2443469.500000000, A.D. 1977-Nov-22 00:00:00.0000,  1.175577477738746E+08,  1.949595981757077E+08,  1.924087929589950E+07, -1.369899429254050E+01,  2.694635099883126E+01,  1.309223479820313E+00,
2443470.500000000, A.D. 1977-Nov-23 00:00:00.0000,  1.163693565337673E+08,  1.972796916237605E+08,  1.935320314153305E+07, -1.380953825487895E+01,  2.675971629155150E+01,  1.290903437886056E+00,
2443471.500000000, A.D. 1977-Nov-24 00:00:00.0000,  1.151715489890742E+08,  1.995837120466622E+08,  1.946395392743282E+07, -1.391697710525785E+01,  2.657429317981349E+01,  1.272809694823639E+00,
2443472.500000000, A.D. 1977-Nov-25 00:00:00.0000,  1.139645901279427E+08,  2.018717648631428E+08,  1.957315111026052E+07, -1.402138681602781E+01,  2.639009842358978E+01,  1.254940029782890E+00,
2443473.500000000, A.D. 1977-Nov-26 00:00:00.0000,  1.127487384445004E+08,  2.041439568629909E+08,  1.968081395249176E+07, -1.412284171853741E+01,  2.620714698538561E+01,  1.237292167044682E+00,
2443474.500000000, A.D. 1977-Nov-27 00:00:00.0000,  1.115242460821089E+08,  2.064003960533180E+08,  1.978696151775540E+07, -1.422141451398074E+01,  2.602545212910086E+01,  1.219863783104387E+00,
2443475.500000000, A.D. 1977-Nov-28 00:00:00.0000,  1.102913589724553E+08,  2.086411915176708E+08,  1.989161266710849E+07, -1.431717628473447E+01,  2.584502551297071E+01,  1.202652512413570E+00,
2443476.500000000, A.D. 1977-Nov-29 00:00:00.0000,  1.090503169751215E+08,  2.108664532807458E+08,  1.999478605562194E+07, -1.441019650898927E+01,  2.566587727926253E+01,  1.185655953248116E+00,
2443477.500000000, A.D. 1977-Nov-30 00:00:00.0000,  1.078013540154889E+08,  2.130762921811374E+08,  2.009650012948941E+07, -1.450054307720926E+01,  2.548801613984380E+01,  1.168871673073873E+00,
2443478.500000000, A.D. 1977-Dec-01 00:00:00.0000,  1.065446982211404E+08,  2.152708197513002E+08,  2.019677312358443E+07, -1.458828231041344E+01,  2.531144945770097E+01,  1.152297213563582E+00,
2443479.500000000, A.D. 1977-Dec-02 00:00:00.0000,  1.052805720566134E+08,  2.174501481043919E+08,  2.029562305943637E+07, -1.467347898002820E+01,  2.513618332469649E+01,  1.135930095271750E+00,
2443480.500000000, A.D. 1977-Dec-03 00:00:00.0000,  1.040091924563772E+08,  2.196143898276770E+08,  2.039306774359570E+07, -1.475619632910321E+01,  2.496222263573285E+01,  1.119767821983061E+00,
