0 1.23962e+11 7.50486e+11 -5.86507e+09 -6153.1 11131.7 641.723 7.60678e+11 12735.3
86400 1.23053e+11 7.51606e+11 -5.80841e+09 -15155.5 13344.8 615.663 7.61635e+11 20202.8
172800 1.22575e+11 7.51515e+11 -5.81672e+09 -13671.3 -2633.09 -240.835 7.61468e+11 13924.6
259200 9.19623e+11 9.04169e+11 8.31462e+09 1.96076e+07 3.7553e+06 347634 1.28969e+12 1.9967e+07
345600 9.24705e+11 9.05142e+11 8.40473e+09 58817.8 11261.1 1042.86 1.294e+12 59895.2
432000 9.2472e+11 9.05145e+11 8.405e+09 171.547 28.9888 3.08379 1.29401e+12 174.006
518400 9.2472e+11 9.05145e+11 8.40499e+09 -4.3918 -4.7074 -0.0355318 1.29401e+12 6.43807
604800 9.2472e+11 9.05144e+11 8.40499e+09 -4.91962 -4.80849 -0.0448897 1.29401e+12 6.87941
691200 9.2472e+11 9.05144e+11 8.40499e+09 -4.92121 -4.80879 -0.0449178 1.29401e+12 6.88075
777600 9.24719e+11 9.05144e+11 8.40499e+09 -4.92121 -4.80879 -0.0449179 1.29401e+12 6.88076
864000 9.24719e+11 9.05144e+11 8.40499e+09 -4.92122 -4.8088 -0.044918 1.29401e+12 6.88076
950400 9.24719e+11 9.05144e+11 8.40498e+09 -4.92122 -4.8088 -0.044918 1.29401e+12 6.88077
1.0368e+06 9.24719e+11 9.05143e+11 8.40498e+09 -4.92122 -4.8088 -0.044918 1.29401e+12 6.88077
1.1232e+06 9.24718e+11 9.05143e+11 8.40498e+09 -4.92122 -4.8088 -0.044918 1.29401e+12 6.88077
1.2096e+06 9.24718e+11 9.05143e+11 8.40498e+09 -4.92123 -4.80881 -0.044918 1.29401e+12 6.88078
1.296e+06 9.24718e+11 9.05143e+11 8.40498e+09 -4.92123 -4.80881 -0.0449181 1.29401e+12 6.88078
1.3824e+06 9.24718e+11 9.05143e+11 8.40498e+09 -4.92123 -4.80881 -0.0449181 1.29401e+12 6.88078
1.4688e+06 9.24718e+11 9.05142e+11 8.40497e+09 -4.92123 -4.80881 -0.0449181 1.29401e+12 6.88079
1.5552e+06 9.24717e+11 9.05142e+11 8.40497e+09 -4.92123 -4.80881 -0.0449181 1.29401e+12 6.88079
1.6416e+06 9.24717e+11 9.05142e+11 8.40497e+09 -4.92124 -4.80882 -0.0449181 1.29401e+12 6.88079
1.728e+06 9.24717e+11 9.05142e+11 8.40497e+09 -4.92124 -4.80882 -0.0449182 1.29401e+12 6.8808
1.8144e+06 9.24717e+11 9.05142e+11 8.40497e+09 -4.92124 -4.80882 -0.0449182 1.29401e+12 6.8808
1.9008e+06 9.24717e+11 9.05141e+11 8.40496e+09 -4.92124 -4.80882 -0.0449182 1.29401e+12 6.8808
1.9872e+06 9.24716e+11 9.05141e+11 8.40496e+09 -4.92125 -4.80883 -0.0449182 1.29401e+12 6.88081
2.0736e+06 9.24716e+11 9.05141e+11 8.40496e+09 -4.92125 -4.80883 -0.0449182 1.29401e+12 6.88081
2.16e+06 9.24716e+11 9.05141e+11 8.40496e+09 -4.92125 -4.80883 -0.0449183 1.29401e+12 6.88081
2.2464e+06 9.24716e+11 9.05141e+11 8.40496e+09 -4.92125 -4.80883 -0.0449183 1.29401e+12 6.88081
2.3328e+06 9.24715e+11 9.0514e+11 8.40495e+09 -4.92125 -4.80883 -0.0449183 1.294e+12 6.88082
2.4192e+06 9.24715e+11 9.0514e+11 8.40495e+09 -4.92126 -4.80884 -0.0449183 1.294e+12 6.88082
2.5056e+06 9.24715e+11 9.0514e+11 8.40495e+09 -4.92126 -4.80884 -0.0449183 1.294e+12 6.88082
2.592e+06 9.24715e+11 9.0514e+11 8.40495e+09 -4.92126 -4.80884 -0.0449184 1.294e+12 6.88083
2.6784e+06 9.24715e+11 9.0514e+11 8.40495e+09 -4.92126 -4.80884 -0.0449184 1.294e+12 6.88083
2.7648e+06 9.24714e+11 9.05139e+11 8.40494e+09 -4.92127 -4.80885 -0.0449184 1.294e+12 6.88083
2.8512e+06 9.24714e+11 9.05139e+11 8.40494e+09 -4.92127 -4.80885 -0.0449184 1.294e+12 6.88084
2.9376e+06 9.24714e+11 9.05139e+11 8.40494e+09 -4.92127 -4.80885 -0.0449184 1.294e+12 6.88084
3.024e+06 9.24714e+11 9.05139e+11 8.40494e+09 -4.92127 -4.80885 -0.0449185 1.294e+12 6.88084
3.1104e+06 9.24714e+11 9.05138e+11 8.40494e+09 -4.92127 -4.80885 -0.0449185 1.294e+12 6.88085
3.1968e+06 9.24713e+11 9.05138e+11 8.40493e+09 -4.92128 -4.80886 -0.0449185 1.294e+12 6.88085
3.2832e+06 9.24713e+11 9.05138e+11 8.40493e+09 -4.92128 -4.80886 -0.0449185 1.294e+12 6.88085
3.3696e+06 9.24713e+11 9.05138e+11 8.40493e+09 -4.92128 -4.80886 -0.0449186 1.294e+12 6.88086
3.456e+06 9.24713e+11 9.05138e+11 8.40493e+09 -4.92128 -4.80886 -0.0449186 1.294e+12 6.88086
3.5424e+06 9.24713e+11 9.05137e+11 8.40493e+09 -4.92129 -4.80887 -0.0449186 1.294e+12 6.88086
3.6288e+06 9.24712e+11 9.05137e+11 8.40492e+09 -4.92129 -4.80887 -0.0449186 1.294e+12 6.88087
3.7152e+06 9.24712e+11 9.05137e+11 8.40492e+09 -4.92129 -4.80887 -0.0449186 1.294e+12 6.88087
3.8016e+06 9.24712e+11 9.05137e+11 8.40492e+09 -4.92129 -4.80887 -0.0449187 1.294e+12 6.88087
3.888e+06 9.24712e+11 9.05137e+11 8.40492e+09 -4.9213 -4.80887 -0.0449187 1.294e+12 6.88088
3.9744e+06 9.24711e+11 9.05136e+11 8.40492e+09 -4.9213 -4.80888 -0.0449187 1.294e+12 6.88088
4.0608e+06 9.24711e+11 9.05136e+11 8.40492e+09 -4.9213 -4.80888 -0.0449187 1.294e+12 6.88088
4.1472e+06 9.24711e+11 9.05136e+11 8.40491e+09 -4.9213 -4.80888 -0.0449187 1.294e+12 6.88088
4.2336e+06 9.24711e+11 9.05136e+11 8.40491e+09 -4.9213 -4.80888 -0.0449188 1.294e+12 6.88089
4.32e+06 9.24711e+11 9.05136e+11 8.40491e+09 -4.92131 -4.80889 -0.0449188 1.294e+12 6.88089
4.4064e+06 9.2471e+11 9.05135e+11 8.40491e+09 -4.92131 -4.80889 -0.0449188 1.294e+12 6.88089
4.4928e+06 9.2471e+11 9.05135e+11 8.40491e+09 -4.92131 -4.80889 -0.0449188 1.294e+12 6.8809
4.5792e+06 9.2471e+11 9.05135e+11 8.4049e+09 -4.92131 -4.80889 -0.0449188 1.294e+12 6.8809
4.6656e+06 9.2471e+11 9.05135e+11 8.4049e+09 -4.92132 -4.80889 -0.0449189 1.294e+12 6.8809
4.752e+06 9.2471e+11 9.05135e+11 8.4049e+09 -4.92132 -4.8089 -0.0449189 1.294e+12 6.88091
4.8384e+06 9.24709e+11 9.05134e+11 8.4049e+09 -4.92132 -4.8089 -0.0449189 1.294e+12 6.88091
4.9248e+06 9.24709e+11 9.05134e+11 8.4049e+09 -4.92132 -4.8089 -0.0449189 1.294e+12 6.88091
5.0112e+06 9.24709e+11 9.05134e+11 8.40489e+09 -4.92132 -4.8089 -0.0449189 1.294e+12 6.88092
5.0976e+06 9.24709e+11 9.05134e+11 8.40489e+09 -4.92133 -4.80891 -0.044919 1.294e+12 6.88092
5.184e+06 9.24708e+11 9.05133e+11 8.40489e+09 -4.92133 -4.80891 -0.044919 1.29399e+12 6.88092
5.2704e+06 9.24708e+11 9.05133e+11 8.40489e+09 -4.92133 -4.80891 -0.044919 1.29399e+12 6.88093
5.3568e+06 9.24708e+11 9.05133e+11 8.40489e+09 -4.92133 -4.80891 -0.044919 1.29399e+12 6.88093
5.4432e+06 9.24708e+11 9.05133e+11 8.40488e+09 -4.92134 -4.80891 -0.044919 1.29399e+12 6.88093
5.5296e+06 9.24708e+11 9.05133e+11 8.40488e+09 -4.92134 -4.80892 -0.0449191 1.29399e+12 6.88094
5.616e+06 9.24707e+11 9.05132e+11 8.40488e+09 -4.92134 -4.80892 -0.0449191 1.29399e+12 6.88094
5.7024e+06 9.24707e+11 9.05132e+11 8.40488e+09 -4.92134 -4.80892 -0.0449191 1.29399e+12 6.88094
5.7888e+06 9.24707e+11 9.05132e+11 8.40488e+09 -4.92134 -4.80892 -0.0449191 1.29399e+12 6.88094
5.8752e+06 9.24707e+11 9.05132e+11 8.40487e+09 -4.92135 -4.80893 -0.0449191 1.29399e+12 6.88095
5.9616e+06 9.24707e+11 9.05132e+11 8.40487e+09 -4.92135 -4.80893 -0.0449192 1.29399e+12 6.88095
6.048e+06 9.24706e+11 9.05131e+11 8.40487e+09 -4.92135 -4.80893 -0.0449192 1.29399e+12 6.88095
6.1344e+06 9.24706e+11 9.05131e+11 8.40487e+09 -4.92135 -4.80893 -0.0449192 1.29399e+12 6.88096
6.2208e+06 9.24706e+11 9.05131e+11 8.40487e+09 -4.92136 -4.80893 -0.0449192 1.29399e+12 6.88096
6.3072e+06 9.24706e+11 9.05131e+11 8.40486e+09 -4.92136 -4.80894 -0.0449192 1.29399e+12 6.88096
6.3936e+06 9.24706e+11 9.05131e+11 8.40486e+09 -4.92136 -4.80894 -0.0449193 1.29399e+12 6.88097
6.48e+06 9.24705e+11 9.0513e+11 8.40486e+09 -4.92136 -4.80894 -0.0449193 1.29399e+12 6.88097
6.5664e+06 9.24705e+11 9.0513e+11 8.40486e+09 -4.92136 -4.80894 -0.0449193 1.29399e+12 6.88097
6.6528e+06 9.24705e+11 9.0513e+11 8.40486e+09 -4.92137 -4.80895 -0.0449193 1.29399e+12 6.88098
6.7392e+06 9.24705e+11 9.0513e+11 8.40485e+09 -4.92137 -4.80895 -0.0449193 1.29399e+12 6.88098
6.8256e+06 9.24704e+11 9.0513e+11 8.40485e+09 -4.92137 -4.80895 -0.0449194 1.29399e+12 6.88098
6.912e+06 9.24704e+11 9.05129e+11 8.40485e+09 -4.92137 -4.80895 -0.0449194 1.29399e+12 6.88099
6.9984e+06 9.24704e+11 9.05129e+11 8.40485e+09 -4.92138 -4.80895 -0.0449194 1.29399e+12 6.88099
7.0848e+06 9.24704e+11 9.05129e+11 8.40485e+09 -4.92138 -4.80896 -0.0449194 1.29399e+12 6.88099
7.1712e+06 9.24704e+11 9.05129e+11 8.40485e+09 -4.92138 -4.80896 -0.0449194 1.29399e+12 6.881
7.2576e+06 9.24703e+11 9.05129e+11 8.40484e+09 -4.92138 -4.80896 -0.0449195 1.29399e+12 6.881
7.344e+06 9.24703e+11 9.05128e+11 8.40484e+09 -4.92139 -4.80896 -0.0449195 1.29399e+12 6.881
